DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1203564-DCA,Business,12/31/08,Inactive,7/13/05,Tobacco Retail Dealer,"ACE DELI OF NEW YORK, INC.",,3124,GREENPOINT AVE,,LONG IS CITY,NY,11101,7187862344,Queens,4,402,26,4003705,4003110014,QN31,199,,-73.93718986,40.73462909,"(40.73462908628197, -73.93718985903088)"
1157322-DCA,Business,12/31/04,Inactive,12/15/03,Tobacco Retail Dealer,"ALSANAFI, ABDO",CHURCH DELI CANDY,3,E 31ST ST,,BROOKLYN,NY,11226,7186048646,Brooklyn,3,317,40,3327763,3048850001,BK95,824,,-73.94854885,40.65054048,"(40.65054048454994, -73.94854885218592)"
1173227-DCA,Business,3/31/06,Inactive,7/8/04,Stoop Line Stand,"ZENDANI, RAFIK A",NEIGHBORHOOD DELI GROCERY,315,MARCUS GARVEY BLVD,,BROOKLYN,NY,11221,7182432365,Brooklyn,3,303,36,3044767,3016390003,BK35,277,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.93875668,40.68664049,"(40.68664049169455, -73.93875668010078)"
1106978-DCA,Business,12/31/04,Inactive,4/29/02,Tobacco Retail Dealer,"VARGAS, WANDA",118TH ST MANHATTAN DELI,437,MANHATTAN AVE,,NEW YORK,NY,10026,9174174826,Manhattan,1,110,9,1059094,1019450011,MN11,257,,-73.95571411,40.80656634,"(40.8065663449235, -73.95571410626114)"
1046312-DCA,Business,12/31/02,Inactive,11/30/00,Tobacco Retail Dealer,"SIMET, DESIDERIO",BROADWAY DELI & GROCERY,353,BROADWAY,,BROOKLYN,NY,11211,7183024202,Brooklyn,3,301,34,3063593,3024620021,BK73,527,,-73.95576177,40.7076787,"(40.70767869527301, -73.95576176889881)"
1224647-DCA,Business,12/31/07,Inactive,4/24/06,Tobacco Retail Dealer,"EVER GREEN DELI, INC",NATURAL DELI,10,E 23RD ST,,NEW YORK,NY,10010,2124750073,Manhattan,1,105,2,1016303,1008510063,MN13,56,,-73.98872648,40.74117817,"(40.741178174362766, -73.98872648063183)"
1135234-DCA,Business,12/31/04,Inactive,4/2/03,Tobacco Retail Dealer,ALSALAHI HASSAN Z.H.,TOBACCO DELI & GROCERY,29,E KINGSBRIDGE RD,,BRONX,NY,10468,7189330610,Bronx,2,207,15,2017484,2033170001,BX28,40304,,-73.89672625,40.86721143,"(40.867211433263, -73.89672625355554)"
1206844-DCA,Business,12/31/08,Inactive,8/16/05,Tobacco Retail Dealer,"ALAMERI, ALMEKDAD K.",FAMILY DELI GROCERY,4411,5TH AVE,,BROOKLYN,NY,11220,7184374533,Brooklyn,3,307,38,3011243,3007390005,BK34,96,,-74.00694065,40.64833674,"(40.64833674370791, -74.0069406480361)"
1214341-DCA,Business,12/31/09,Inactive,5/30/08,Tobacco Retail Dealer,"DONOBBY, INC.",FUDGIES DELI,1400,CROSBY AVE,,BRONX,NY,10461,7189312546,Bronx,2,210,13,2074758,2053970026,BX52,264,,-73.82971855,40.84084594,"(40.84084594276461, -73.82971855030719)"
1137134-DCA,Business,12/31/08,Inactive,4/23/03,Tobacco Retail Dealer,"FRANCO, JOSE A",FRANCO DELI GROCERY,320,BEEKMAN AVE,,BRONX,NY,10454,7187426134,Bronx,2,201,17,2003658,2025540008,BX39,33,,-73.91422201,40.80815958,"(40.8081595820555, -73.91422201232827)"
1071402-DCA,Business,12/31/06,Inactive,1/16/01,Tobacco Retail Dealer,FAST & FRESH DELI INC.,,84,HOYT ST,,BROOKLYN,NY,11201,7188021661,Brooklyn,3,302,33,3000631,3001760031,BK38,43,,-73.98687127,40.68798176,"(40.687981764135614, -73.98687127489974)"
1170055-DCA,Business,12/31/07,Inactive,6/9/04,Tobacco Retail Dealer,COTNY DELI GROCERY CORP.,,64,SHERMAN AVE,,NEW YORK,NY,10040,2125676360,Manhattan,1,112,10,1064235,1021750080,MN35,287,,-73.92710829,40.86318071,"(40.86318070686611, -73.9271082890471)"
1086188-DCA,Business,12/31/04,Inactive,7/3/01,Tobacco Retail Dealer,418 DELI GROCERY CORP.,,418,JERSEY ST,,STATEN ISLAND,NY,10301,7188156857,Staten Island,5,501,49,5001085,5000470112,SI22,77,,-74.08746542,40.63809309,"(40.63809308832575, -74.08746541800485)"
1117174-DCA,Business,12/31/04,Inactive,7/26/02,Tobacco Retail Dealer,BEAVIEW DELI & GROCERY INC.,,9704,SEAVIEW AVE,,BROOKLYN,NY,11236,7185316333,Brooklyn,3,318,42,3235260,3083290001,BK50,1034,,-73.88944191,40.63395328,"(40.63395327559373, -73.88944191202093)"
1131223-DCA,Business,12/31/05,Inactive,1/27/03,Tobacco Retail Dealer,"LOPEZ, NOELIA",GIRASOLES DELI RESTAURANT,4408,3RD AVE,,BROOKLYN,NY,11220,7185670500,Brooklyn,3,307,38,3011092,3007360043,BK32,2,,-74.01122584,40.65093023,"(40.650930225228436, -74.01122583546352)"
1255453-DCA,Business,12/31/09,Inactive,5/15/07,Tobacco Retail Dealer,"AHMED, MOHAMED A",SUPREME DELI & GROCERY,581,E 187TH ST,,BRONX,NY,10458,7187757551,Bronx,2,206,15,2011907,2030660002,BX06,389,,-73.88808982,40.85584306,"(40.85584306382151, -73.88808982307685)"
1164799-DCA,Business,12/31/09,Inactive,4/19/04,Tobacco Retail Dealer,S & W DELI GROCERY CORP.,,1003,40TH AVE,,LONG IS CITY,NY,11101,7184721973,Queens,4,401,26,4541861,4004740001,QN68,85,,-73.94421474,40.75681303,"(40.756813027488896, -73.9442147410229)"
1150311-DCA,Business,12/31/09,Inactive,8/29/03,Tobacco Retail Dealer,"ROJAS, REYNALDO",ROJAS DELI & GROCERY,12802,ROCKAWAY BLVD,,S OZONE PARK,NY,11420,7185298049,Queens,4,410,28,4254811,4117500051,QN55,818,,-73.80959625,40.67508373,"(40.675083728044086, -73.80959624806798)"
1048316-DCA,Business,12/31/06,Inactive,12/6/00,Tobacco Retail Dealer,"SCHOLL DELI, INC.",,3200,SCHLEY AVE,,BRONX,NY,10465,7188229094,Bronx,2,210,13,2078473,2054890001,BX52,160,,-73.81488518,40.82696227,"(40.82696226540963, -73.81488518293817)"
1133525-DCA,Business,12/31/07,Inactive,3/7/03,Tobacco Retail Dealer,"ALHALMI, IBRAHIM A.",SUPER STORE DELI,424,SUTTER AVE,,BROOKLYN,NY,11212,7183422586,Brooklyn,3,316,42,3084230,3037630021,BK81,910,,-73.90342928,40.66814118,"(40.66814118197076, -73.90342927965736)"
1256017-DCA,Business,12/31/09,Inactive,5/18/07,Tobacco Retail Dealer,Z.A.S. DELI GROCERY CORP.,3600 DELI,3600,BROADWAY,,NEW YORK,NY,10031,2122348903,Manhattan,1,109,7,1062014,1020800001,MN04,233,,-73.94897137,40.82843897,"(40.82843897309511, -73.94897137150336)"
1056958-DCA,Business,12/31/06,Inactive,9/12/00,Tobacco Retail Dealer,"AHMED, ALI H",6TH AVENUE EXPRESS DELI,1020,AVENUE OF THE AMERICAS,,NEW YORK,NY,10018,2129999999,Manhattan,1,105,3,1015987,1008400001,MN17,84,,-73.98586602,40.75240388,"(40.752403882129606, -73.98586602387003)"
1047059-DCA,Business,12/31/05,Inactive,2/6/01,Tobacco Retail Dealer,"PEREZ, ALVARO",EL MEXICANO DELI GROCERY,3120,21ST ST,,ASTORIA,NY,11106,7186265058,Queens,4,401,22,4430819,4005330001,QN70,77,,-73.93021003,40.76690056,"(40.76690056201155, -73.93021002830262)"
1055182-DCA,Business,12/31/04,Inactive,1/16/03,Tobacco Retail Dealer,"FIRDOSS, SHAHIN",SHAHIN DELI & GROCERY,111,ORIENTAL BLVD,,BROOKLYN,NY,11235,7186468181,Brooklyn,3,315,48,3245979,3087320006,BK17,620,,-73.95256175,40.57692409,"(40.57692409469654, -73.95256174864991)"
1057146-DCA,Business,12/31/08,Inactive,12/29/00,Tobacco Retail Dealer,"BATISTA, CIRILO",PLAY BALL DELI,10618,NORTHERN BLVD,,CORONA,NY,11368,7184294777,Queens,4,403,21,4042727,4017210008,QN26,379,,-73.86255438,40.7577601,"(40.75776009553173, -73.86255438229695)"
1076630-DCA,Business,12/31/06,Inactive,4/4/01,Tobacco Retail Dealer,"FORTUNATO DELI, INC.",,1109,1ST AVE,,NEW YORK,NY,10065,2128385283,Manhattan,1,108,5,1044210,1014350029,MN31,110,,-73.9611917,40.76070381,"(40.76070381122679, -73.96119169639093)"
1131131-DCA,Business,12/31/03,Inactive,1/24/03,Tobacco Retail Dealer,"ALSAEDI, KHALED S",BRONX BOMBERS DELI&GROCERY,2773A,WEBSTER AVE,,BRONX,NY,10458,3476127460,Bronx,2,,,,,BX05,40702,,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
1135045-DCA,Business,12/31/05,Inactive,4/17/03,Tobacco Retail Dealer,"AWWAD, NAYEF M",222ND GROCERY DELI,3900,WHITE PLAINS RD,,BRONX,NY,10466,6466449884,Bronx,2,212,12,2063319,2048360042,BX44,396,,-73.86156999,40.88579462,"(40.88579462098032, -73.86156998643695)"
1150846-DCA,Business,12/31/08,Inactive,9/5/03,Tobacco Retail Dealer,ROCKAWAY DELI GROCERY CORP.,,11232,ROCKAWAY BEACH BLVD,,ROCKAWAY PARK,NY,11694,7189456614,Queens,4,414,32,4457875,4161660035,QN10,938,,-73.83405021,40.58071166,"(40.580711658371946, -73.83405021356384)"
1152632-DCA,Business,12/31/08,Inactive,9/26/03,Tobacco Retail Dealer,"SANTANA, RADHAMES",OCOA DELI GROCERY,2701,DECATUR AVE,,BRONX,NY,10458,7187410432,Bronx,2,207,15,2016510,2032830055,BX05,40502,,-73.88878326,40.86486557,"(40.86486556770799, -73.88878325729915)"
1226515-DCA,Business,12/31/07,Inactive,5/10/06,Tobacco Retail Dealer,A&Y BROADWAY DELI GROCERY CORP.,,4183,BROADWAY,,NEW YORK,NY,10033,2127959322,Manhattan,1,112,10,1064272,1021760074,MN36,265,,-73.93793961,40.84781396,"(40.84781396421207, -73.93793961362158)"
1037917-DCA,Business,3/31/06,Inactive,11/23/04,Stoop Line Stand,1ST AVE. GOURMET DELI CORP.,,196,1ST AVE,,NEW YORK,NY,10009,2129791588,Manhattan,1,103,2,1005972,1004390008,MN22,34,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 4, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98359771,40.7299076,"(40.72990760095304, -73.98359771086504)"
1054217-DCA,Business,12/31/05,Inactive,11/30/00,Tobacco Retail Dealer,"VIDALS, CRISTOBAL M",VIDAL'S DELI & GROCERY,830,CHURCH AVE,,BROOKLYN,NY,11218,7188534227,Brooklyn,3,312,40,3337124,3053410012,BK41,492,,-73.97147078,40.64610465,"(40.64610465007764, -73.97147078236286)"
1124735-DCA,Business,12/31/03,Inactive,10/17/02,Tobacco Retail Dealer,CACERES DELI & GROCERY CORP.,,64,SHERMAN AVE,,NEW YORK,NY,10040,2125676362,Manhattan,1,112,10,1064235,1021750080,MN35,287,,-73.92710829,40.86318071,"(40.86318070686611, -73.9271082890471)"
1068579-DCA,Business,12/31/05,Inactive,12/26/00,Tobacco Retail Dealer,"MOSLEH, ALI A",M & S DELI & GROCERY,1403,FULTON ST,,BROOKLYN,NY,11216,7183998580,Brooklyn,3,303,36,3053471,3018540061,BK75,269,,-73.94506844,40.68015504,"(40.68015503534684, -73.9450684449953)"
1105601-DCA,Business,12/31/03,Inactive,4/11/02,Tobacco Retail Dealer,"NINO'S DELI, INC.",,1879,BRONXDALE AVE,,BRONX,NY,10462,7188229686,Bronx,2,211,13,2043780,2040560048,BX37,232,,-73.86078032,40.84840538,"(40.848405377888035, -73.86078031674455)"
1227599-DCA,Business,12/31/09,Inactive,5/19/06,Tobacco Retail Dealer,"MONOWAR, BEGUM",DELI & COFFEE HOUSE,29,5TH AVE,,BROOKLYN,NY,11217,7186360065,Brooklyn,3,306,33,3018480,3009310008,BK37,12902,,-73.97665091,40.68202125,"(40.682021245099264, -73.97665091320341)"
1155872-DCA,Business,12/31/06,Inactive,11/13/03,Tobacco Retail Dealer,NY GOURMET EXPRESS DELI INC.,,922,AMSTERDAM AVE,,NEW YORK,NY,10025,7182540702,Manhattan,1,107,8,1056614,1018770031,MN12,191,,-73.9660918,40.79993312,"(40.79993311758746, -73.9660917998392)"
1070815-DCA,Business,12/31/01,Inactive,1/5/01,Tobacco Retail Dealer,RK DELI & GROCERY INC.,,1448,1ST AVE,,NEW YORK,NY,10021,2125702095,Manhattan,1,108,5,1045919,1014700003,MN31,132,,-73.9544171,40.7699566,"(40.769956599620684, -73.95441710300959)"
1042853-DCA,Business,12/31/05,Inactive,11/15/00,Tobacco Retail Dealer,ATIEH FOOD CORP,SEVENTH AVE. GOURMET DELI,239,7TH AVE,,NEW YORK,NY,10011,2129895129,Manhattan,1,104,3,1076141,1007990003,MN13,91,,-73.99529404,40.74455467,"(40.744554673060534, -73.99529404152852)"
1070290-DCA,Business,12/31/08,Inactive,1/4/01,Tobacco Retail Dealer,PARK DELI INC.,,209,NASSAU AVE,,BROOKLYN,NY,11222,7183832080,Brooklyn,3,301,33,3066504,3026550039,BK76,589,,-73.94426609,40.7256464,"(40.72564639765727, -73.9442660852585)"
1169272-DCA,Business,12/31/04,Inactive,6/2/04,Tobacco Retail Dealer,"MOHAMMED, SADEQ A",FLATBUSH DELI GROCERY,1961,FLATBUSH AVE,,BROOKLYN,NY,11234,7183779219,Brooklyn,3,318,45,3217245,3078200047,BK58,736,,-73.93617917,40.621983,"(40.62198300318833, -73.9361791691745)"
1231357-DCA,Business,3/31/08,Inactive,6/23/06,Stoop Line Stand,"MINA'S DELICIOUS DELI, INC.",,50,HOYT ST,,BROOKLYN,NY,11201,7187433047,Brooklyn,3,302,33,3000493,3001640041,BK38,37,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.986103,40.68911526,"(40.68911526407188, -73.98610300282937)"
1056835-DCA,Business,12/31/03,Inactive,12/19/00,Tobacco Retail Dealer,"JUST ANOTHER DELI, INC.",,1414,MADISON AVE,,NEW YORK,NY,10029,2128311754,Manhattan,1,111,8,1051477,1016030059,MN33,16002,,-73.95328857,40.78844195,"(40.78844194595595, -73.9532885728801)"
1134122-DCA,Business,12/31/04,Inactive,4/2/03,Tobacco Retail Dealer,"GAWBA, ABDO H",101 EDGECOMBE DELI,101,EDGECOMBE AVE,,NEW YORK,NY,10030,2122814533,Manhattan,1,110,7,1060907,1020480021,MN03,22102,,-73.94592864,40.81983839,"(40.8198383891247, -73.94592863911315)"
1144129-DCA,Business,12/31/03,Inactive,6/30/03,Tobacco Retail Dealer,"THE BLOCK DELI-GROCERY, INC.",,272,60TH ST,,BROOKLYN,NY,11220,7184929469,Brooklyn,3,307,38,3000000,3057800136,BK32,22,,-74.02135345,40.64260386,"(40.64260386102288, -74.0213534511015)"
1094847-DCA,Business,12/31/03,Inactive,10/15/01,Tobacco Retail Dealer,DELICIOUS EXPRESS DELI CORP.,,2789,86TH ST,,BROOKLYN,NY,11223,7188508212,Brooklyn,3,315,47,3193237,3071420020,BK26,386,,-73.97928168,40.59314556,"(40.593145562417945, -73.97928168186372)"
1133760-DCA,Business,12/31/04,Inactive,3/12/03,Tobacco Retail Dealer,AMER S. DELI GROCERY CORP.,,1151,OLMSTEAD AVE,,BRONX,NY,10472,7188752929,Bronx,2,209,18,2026162,2038010036,BX59,78,,-73.8538833,40.83055347,"(40.830553469319234, -73.85388330007908)"
1214746-DCA,Business,12/31/08,Inactive,11/18/05,Tobacco Retail Dealer,FORT TRYON DELI GROCERY CORP.,,589,FORT WASHINGTON AVE,,NEW YORK,NY,10033,2127819534,Manhattan,1,112,7,1064357,1021790215,MN35,273,,-73.93704036,40.85465602,"(40.854656024594824, -73.93704036428274)"
1139597-DCA,Business,12/31/05,Inactive,5/15/03,Tobacco Retail Dealer,H&N DELI & GROCERY CORP.,,1508,2ND AVE,,NEW YORK,NY,10075,2127171962,Manhattan,1,108,5,0,1000000000,MN31,134,,-73.95527428,40.77301732,"(40.77301731996074, -73.95527428479346)"
1259675-DCA,Business,12/31/09,Inactive,6/22/07,Tobacco Retail Dealer,"AL MUJANAHI, ABDULLA N",RASH GROCERY & DELI,231,UTICA AVE,,BROOKLYN,NY,11213,7189539786,Brooklyn,3,308,36,3036850,3013790003,BK61,349,,-73.93091616,40.67084262,"(40.67084261949236, -73.93091616051306)"
1155620-DCA,Business,12/31/08,Inactive,11/7/03,Tobacco Retail Dealer,"HASSAN, RIYADH A",BAXTER DELI GROCERY,8120,BAXTER AVE,,ELMHURST,NY,11373,7184263561,Queens,4,404,25,4037231,4015070009,QN29,26902,,-73.88394063,40.74563537,"(40.74563536596783, -73.8839406306675)"
1053221-DCA,Business,12/31/05,Inactive,12/26/00,Tobacco Retail Dealer,"HILARIO, APOLINAR",HILARIOS SUPER DELI GROCERY,2194,AMSTERDAM AVE,,NEW YORK,NY,10032,2129237372,Manhattan,1,112,10,1063007,1021250042,MN36,251,,-73.93654066,40.84039426,"(40.84039425834636, -73.93654066446852)"
1300398-DCA,Business,12/31/08,Inactive,9/26/08,Tobacco Retail Dealer,"POLANCO, PORFIRIO N",POLANCO DELI GROCERY,14702,FOCH BLVD,,JAMAICA,NY,11436,7188358649,Queens,4,412,28,4260892,4120220001,QN76,18402,,-73.79354485,40.68020526,"(40.680205255028426, -73.79354484713727)"
1050471-DCA,Business,12/31/05,Inactive,12/17/03,Tobacco Retail Dealer,"ALI, RAFIQ",STOP 1 DELI AND GROCERY,8802,LIBERTY AVE,,OZONE PARK,NY,11417,7188437748,Queens,4,410,32,4190607,4091530001,QN56,54,,-73.85050348,40.67989262,"(40.67989261956805, -73.85050348373399)"
1176363-DCA,Business,12/31/07,Inactive,8/6/04,Tobacco Retail Dealer,ROCKAWAY PKWY DELI CORP.,,1506,ROCKAWAY PKWY,,BROOKLYN,NY,11236,7182577800,Brooklyn,3,318,42,3229694,3081840073,BK50,968,,-73.90081963,40.64378176,"(40.64378175945286, -73.90081962821044)"
1254122-DCA,Business,12/31/08,Inactive,5/3/07,Tobacco Retail Dealer,BIG Z GOURMET DELI INC.,,3593,3RD AVE,,BRONX,NY,10456,7183282954,Bronx,2,203,16,2001334,2023730025,BX01,145,,-73.90519639,40.83242956,"(40.8324295574738, -73.90519639221635)"
1215255-DCA,Business,12/31/07,Inactive,11/30/05,Tobacco Retail Dealer,"E, M & H DELI, CORP.",,8003,3RD AVE,,BROOKLYN,NY,11209,7186805758,Brooklyn,3,310,43,0,3000000000,BK31,64,,-74.02931392,40.62771163,"(40.62771163485998, -74.02931391538011)"
1282958-DCA,Business,12/31/08,Inactive,4/25/08,Tobacco Retail Dealer,SAM'S GOURMET DELI CORP.,,688,E 187TH ST,,BRONX,NY,10458,6464628714,Bronx,2,206,15,2012520,2030890035,BX06,391,,-73.88470909,40.85421761,"(40.85421761481065, -73.88470908924835)"
1135192-DCA,Business,12/31/08,Inactive,4/1/03,Tobacco Retail Dealer,"CASTILLO, JOSE V",JARABACOA DELI-GROCERY,2284,AMSTERDAM AVE,,NEW YORK,NY,10033,2125684431,Manhattan,1,112,10,1063137,1021300048,MN36,261,,-73.93453938,40.84314883,"(40.84314882753921, -73.93453937669832)"
1132109-DCA,Business,12/31/05,Inactive,2/7/03,Tobacco Retail Dealer,"A. 0RTIZ DELI- GROCERY, CORP",,931,THOMAS S BOYLAND ST,,BROOKLYN,NY,11212,7183854653,Brooklyn,3,316,42,3082543,3036120008,BK81,916,,-73.91059859,40.65775524,"(40.657755238841254, -73.91059859240028)"
1181870-DCA,Business,3/31/06,Inactive,10/5/04,Stoop Line Stand,"MOHAMED, AHMED",NEIGHBORHOOD DELI & GORCERY,4720,BROADWAY,,ASTORIA,NY,11103,7187771405,Queens,4,401,26,4013131,4007230042,QN70,161,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 1, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.91318438,40.7562284,"(40.75622840356721, -73.91318438034456)"
1269546-DCA,Business,12/31/08,Inactive,10/3/07,Tobacco Retail Dealer,"3083 GROCERY DELI, CORP.",,3083A,HULL AVE,,BRONX,NY,10467,3473265045,Bronx,2,,,,,BX43,425,,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
1043984-DCA,Business,12/31/08,Inactive,9/26/00,Tobacco Retail Dealer,"RODRIGUEZ, PABLO",P & A DELI & GROCERY,1122,MANHATTAN AVE,,BROOKLYN,NY,11222,7183835536,Brooklyn,3,301,33,3063705,3024830003,BK76,579,,-73.95533467,40.73681963,"(40.73681963255507, -73.95533466698)"
1098136-DCA,Business,12/31/06,Inactive,12/14/01,Tobacco Retail Dealer,"ZOILA, SANTOS",CHOICE DELI AND GROCERY STORE,2224,1ST AVE,,NEW YORK,NY,10029,2125349381,Manhattan,1,111,8,1053005,1017080002,MN34,178,,-73.93630246,40.79476316,"(40.79476316013812, -73.93630245840068)"
1129881-DCA,Business,12/31/05,Inactive,1/7/03,Tobacco Retail Dealer,PRINCE ONE GROCERY & DELI CORP.,,107,E 125TH ST,,NEW YORK,NY,10035,2125349518,Manhattan,1,111,8,1054473,1017740005,MN34,196,,-73.93850344,40.80484025,"(40.804840250855534, -73.93850344056258)"
1045696-DCA,Business,12/31/06,Inactive,12/28/05,Tobacco Retail Dealer,"FRANCIS, DESMOND",D DELI GROCERY,1270,NOSTRAND AVE,,BROOKLYN,NY,11226,7186932486,Brooklyn,3,309,40,3116062,3050570043,BK60,820,,-73.95013767,40.65596762,"(40.65596761899452, -73.95013766647673)"
1102409-DCA,Business,12/31/05,Inactive,2/22/02,Tobacco Retail Dealer,"ROSADO, AVELINO",ROSADO DELI GROCERY,3700,WHITE PLAINS RD,,BRONX,NY,10467,7188820136,Bronx,2,212,12,2057950,2046640048,BX44,390,,-73.86392219,40.88154864,"(40.88154863659815, -73.86392219248654)"
1175848-DCA,Business,12/31/06,Inactive,8/3/04,Tobacco Retail Dealer,"FAST TRACK GOURMET DELI, INC.",,550,W 126TH ST,,NEW YORK,NY,10027,2128656460,Manhattan,1,109,7,1059715,1019820068,MN06,219,,-73.95700865,40.81563814,"(40.81563814243862, -73.95700864831318)"
1221158-DCA,Business,12/31/08,Inactive,3/16/06,Tobacco Retail Dealer,"S & M ENTERPRISE DELI, INC.",PARK'S DELI,3402,36TH AVE,,ASTORIA,NY,11106,7183830205,Queens,4,401,26,4009496,4006340033,QN68,55,,-73.92722624,40.75539275,"(40.755392748360435, -73.927226239832)"
1041999-DCA,Business,12/31/07,Inactive,10/24/00,Tobacco Retail Dealer,"JFBS GROCERS, INC.",HAPPY DELI,750,8TH AVE,,NEW YORK,NY,10036,2127647605,Manhattan,1,105,3,1024736,1010180502,MN17,125,,-73.98784977,40.75987805,"(40.75987804982944, -73.98784976963736)"
1243551-DCA,Business,12/31/07,Inactive,11/14/06,Tobacco Retail Dealer,"ALSAIDI, MOHAMED A",THREE KINGS DELI GROCERY,1932,KINGS HWY,,BROOKLYN,NY,11229,7187358726,Brooklyn,3,315,48,3182519,3067820023,BK44,550,,-73.95425593,40.61040584,"(40.61040584482369, -73.9542559256478)"
1183869-DCA,Business,12/31/07,Inactive,10/29/04,Tobacco Retail Dealer,GRAND AVENUE DELI & GROCERY CORP.,,56,W 183RD ST,,BRONX,NY,10453,2124918953,Bronx,2,205,14,2014530,2032080043,BX36,251,,-73.90602962,40.85909233,"(40.85909232995494, -73.90602961989566)"
1155036-DCA,Business,12/31/08,Inactive,10/29/03,Tobacco Retail Dealer,"724 GOURMET DELI & GROCERY, INC.",,1961,AMSTERDAM AVE,,NEW YORK,NY,10032,6463423644,Manhattan,1,112,7,1062508,1021080052,MN36,239,,-73.94196103,40.83294797,"(40.83294796747929, -73.94196102829198)"
1239329-DCA,Business,12/31/07,Inactive,9/18/06,Tobacco Retail Dealer,"NRM DELI & GRILL, INC.",,8302,95TH AVE,,OZONE PARK,NY,11416,7182961219,Queens,4,409,32,4187262,4090160001,QN53,36,,-73.85745974,40.68425192,"(40.684251917506565, -73.85745974018396)"
1050154-DCA,Business,12/31/04,Inactive,1/8/01,Tobacco Retail Dealer,SMITH 21 DELI & GROCERY INC.,,21,SMITH ST,,BROOKLYN,NY,11201,7188550405,Brooklyn,3,302,33,3335898,3001550005,BK38,37,,-73.98764238,40.6908968,"(40.69089679529428, -73.98764237629786)"
1129143-DCA,Business,12/31/03,Inactive,12/20/02,Tobacco Retail Dealer,"LOVERA, FIORDALIZA M","CORONA DELI, INC.",9768,CORONA AVE,,CORONA,NY,11368,7183938702,Queens,4,404,21,4046424,4018790027,QN25,411,,-73.8654619,40.74435542,"(40.74435542172074, -73.86546190489443)"
1142094-DCA,Business,3/31/04,Inactive,6/6/03,Stoop Line Stand,"GUZMAN, ANA E",MI PUEBLO DELI GROCERY,145,ALLEN ST,,NEW YORK,NY,10002,2122286044,Manhattan,1,103,1,1005485,1004150022,MN27,18,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.98981949,40.72029892,"(40.720298924015076, -73.98981949264542)"
1070380-DCA,Business,12/31/06,Inactive,1/4/01,Tobacco Retail Dealer,"TEHUACAN DELI GROCERY, INC.",,1837,WESTCHESTER AVE,,BRONX,NY,10472,7185970009,Bronx,2,209,18,2099985,2038780001,BX08,76,,-73.86477448,40.8323371,"(40.83233709601238, -73.86477447710143)"
1101417-DCA,Business,12/31/05,Inactive,2/13/02,Tobacco Retail Dealer,INT'L RICH GROCERY DELI CORP.,,4819,25TH AVE,,ASTORIA,NY,11103,7182745040,Queens,4,401,22,4014060,4007460001,QN70,141,,-73.90508679,40.76486796,"(40.76486796333716, -73.90508679381918)"
1260180-DCA,Business,12/31/08,Inactive,6/28/07,Tobacco Retail Dealer,UTICA DELI GROCERY CORP.,,473,UTICA AVE,,BROOKLYN,NY,11203,347-654-5395,Brooklyn,3,317,41,3099219,3045910078,BK60,880,,-73.93145169,40.661873,"(40.66187300355285, -73.93145169105156)"
1189695-DCA,Business,12/31/07,Inactive,2/23/05,Tobacco Retail Dealer,"KIM, KON WOO",KIM'S DELI,5313,2ND AVE,,BROOKLYN,NY,11220,7184393054,Brooklyn,3,307,38,3014139,3008130005,BK32,20,,-74.0188036,40.64727593,"(40.64727592947313, -74.01880359599129)"
1188631-DCA,Business,12/31/07,Inactive,2/3/05,Tobacco Retail Dealer,"SUNNY GROCERY & DELI, INC",,3802,31ST ST,,LONG IS CITY,NY,11101,7187070096,Queens,4,401,26,4004609,4003830013,QN68,31,,-73.93217661,40.75361168,"(40.75361168402219, -73.93217661225647)"
